,automotive industry,auto insurance,second hand car,mobile phone,mercedes benz,electrical appliance,wifi,clothing,shoes,underwear,electricity,energy,gasoline,tobacco,video game,t-shirt,natural gas,health care,furniture,interior design,ebook,novel,footwear,lingerie,real estate,life insurance,dessert,potato,coffee,bottled water,margarine,offal,juice,jam,veterinarians,amusement park,television,hairdresser,timber,travel agency,nightclub,fur,vitamins,petroleum,beer,lawyer,renovation,restaurant
2010-07-04,25.130070970991436,0.0,78.22058725603296,58.74652519005009,46.98489675142265,8.469366648861426,56.47767646827668,85.55775931519122,85.43738772683683,18.81664262150544,41.55802808197929,34.58943794816771,37.86666094945756,0.0,95.13480007840512,46.19390757415968,9.530668652795779,21.817347245785797,43.667667896574194,65.25318037470319,46.939306204423275,23.564185230051326,0.0,31.93194579448878,58.18716584705032,16.663820919195462,20.67361347221959,26.106338802138282,57.54849818708444,14.958967579435496,0.0,0.0,16.146944615700967,34.276466721657975,32.77158779951055,10.831289396798393,81.26481242546589,83.3119952561243,0.0,42.05804199188871,28.879849579059123,12.654517131471238,48.10135688149751,23.020468085106387,36.85837563471267,72.90362575048147,0.0,81.47187308455462
2010-07-11,10.954133500175754,0.0,79.42398090612576,58.74652519005009,52.04480870926817,6.539637538994266,52.71249803705823,81.17018191441218,97.64272883067066,13.171649835053808,43.12625555677096,26.66269175171261,40.533327213503874,8.972506238445053,100.42006674942763,41.43865238270207,18.058109026349896,29.75092806243518,49.12612638364597,70.02780332894976,48.744664135362626,0.0,18.358705804419248,18.110655823739904,56.75044570267871,0.0,38.30698966911277,39.55505879111861,60.47469301015653,14.633772632056465,7.555412022610479,0.0,12.522120314217076,31.420094494853146,29.548152933984923,18.301144153211077,90.29423602829543,72.76617307180479,0.0,36.59049653294318,30.23359252807752,18.981775697206857,55.98682522272661,25.17863696808511,29.208524087885515,70.6488744386109,0.0,83.83337665222287
2010-07-18,12.242855088431725,7.789834308029872,93.86470470723954,60.334269114105496,51.32196414386166,0.0,52.71249803705823,73.49192146304887,94.5913935547122,31.988292456559247,43.12625555677096,25.942078461125785,38.93332745507609,13.178368537716171,103.06270008493888,42.79729672311853,6.520983815070796,24.29659125098873,48.580280534938794,54.908163973835606,39.71787448066584,15.930716775245966,0.0,22.876617882618827,54.59536548612129,11.686315969305909,36.48284730391692,40.34615996694098,60.47469301015653,0.0,0.0,0.0,32.952948195308096,25.70735004124348,19.340609193153767,15.313202250646004,91.79913996210036,78.03908416396455,15.750850252992281,26.917146874808772,32.038583126768714,0.0,55.98682522272661,33.81131250000001,27.122200938750833,62.38145296175218,8.943947713054754,83.83337665222287
2010-07-25,0.0,0.0,86.64434280668266,58.74652519005009,51.32196414386166,5.6819801568310835,44.42910548837765,75.68571016343839,86.96305536481606,34.34037278424743,36.85334565760427,35.31005123875454,30.399995410127904,14.580322637473211,97.77743341391638,45.51458540395145,31.60169079611232,40.16375288428749,43.667667896574194,67.64049185182647,78.53306999586201,13.607487245522597,0.0,24.306406500282506,55.3137255583071,0.0,24.929945657676562,49.04827290098707,56.57309991272707,32.51949473790325,0.0,11.550199086443163,0.0,31.420094494853146,35.45778352078191,10.45779665897776,93.30404389590528,78.03908416396455,18.643863564766374,31.964111913835417,32.489830776441515,27.20721183266316,44.94716954500586,15.107182180851066,31.294847237020193,60.12670164988162,14.981112419366713,85.01412843605699
2010-08-01,23.841349382735466,0.0,87.84773645677546,61.922013038160905,57.827565232520186,0.0,66.26714038944463,81.17018191441218,99.16839646864989,38.103701308548516,29.796322021041753,27.383305042299437,33.59999492698347,24.11361051582108,105.70533342045013,46.19390757415968,10.53389693203744,16.858859235379935,51.30950977847468,66.84472135945204,52.35537999724134,16.594496640881214,0.0,29.54896476504932,58.905525919236126,6.059571243343804,29.794325298198817,37.18175526365149,41.94212579736662,17.560527158467757,0.0,0.0,5.931530675155457,24.279163927841065,40.83017496332462,12.32526034808093,114.37269896917422,82.25741303769236,0.0,25.234825195133222,29.78234487840472,12.021791274897675,63.87229356395571,8.632675531914895,36.16293458500111,54.86561525551698,0.0,90.9178873552276
2010-08-08,64.43607941279855,0.0,97.47488565751799,61.922013038160905,59.99609892873969,0.0,34.639641567209694,80.07328756421742,88.48872300279528,24.461635407957072,23.52341212187507,25.221465170538956,53.33332528092615,0.0,100.42006674942763,44.83526323374322,17.054880747108236,18.346405638501693,48.580280534938794,70.02780332894976,64.99288551381684,10.952367782981602,10.311053944947796,22.400021676730937,58.905525919236126,0.0,29.794325298198817,44.30166584605284,57.54849818708444,0.0,0.0,0.0,20.43082788109102,37.132838948462805,23.638522347187937,9.71081118333649,81.26481242546589,86.47574191142017,13.179282864748643,26.496566454889884,27.977354279713524,13.91996884461836,44.15862271088296,15.107182180851066,50.07175557923231,42.08869115491713,10.509138562839336,92.09863913906173
2010-08-15,0.0,0.0,96.27149200742517,65.09750088627172,65.05601088658521,0.0,71.53839019315045,96.52670281713881,99.16839646864989,24.461635407957072,32.14866323322926,25.942078461125785,27.199995893272334,0.0,109.66928342371702,45.51458540395145,24.077478701799862,15.371312832258177,45.851051291402904,73.21088529844748,79.43574896133168,33.18899328176243,11.819988668598693,22.400021676730937,68.2442068576516,7.790877312870606,38.91503712417805,60.914790538322656,62.425489558871256,0.0,19.83295655935251,0.0,18.783180471325615,59.983816762901455,49.42600127139296,28.385448074368202,105.34327536634467,71.71159085337283,20.5725391059491,30.281790234159867,41.966031419570285,0.0,63.87229356395571,25.898026595744685,40.335580883270474,48.101361319905294,5.366368627832852,102.72540519356886
2010-08-22,41.239090824191074,9.520908598703176,107.1020348582605,62.715885000188614,57.827565232520186,0.0,64.00803333071356,81.17018191441218,108.32240229652527,0.0,32.14866323322926,25.221465170538956,44.799993235977965,0.0,103.06270008493888,47.55255191457614,22.57263628293737,22.80904484786697,48.580280534938794,74.80242628319634,46.939306204423275,17.92205637215171,8.550630100688416,31.93194579448878,63.934046424536774,0.0,31.618467663394664,37.18175526365149,61.450091284513896,0.0,8.49983852543679,0.0,0.0,52.84288619588938,37.60674009779899,0.0,100.82856356492991,92.80323522201189,0.0,16.402636376836597,38.8072978718607,0.0,41.792982208514225,21.58168882978724,41.03102193298203,51.10769640239938,0.0,98.00239805823236
2010-08-29,25.130070970991436,0.0,97.47488565751799,62.715885000188614,62.8874771903657,0.0,51.20642666457085,83.3639706148017,105.2710670205668,35.2812049153227,20.386957172291723,22.33901200819165,41.599993719122395,0.0,107.02665008820577,36.00407502103622,34.6113756338373,33.71771847075987,43.667667896574194,58.88701643570775,44.231269308014234,27.214974491045194,16.0953037189429,32.885138206264564,63.215686352350964,6.925224278107205,27.36213547793769,53.79487995592131,60.47469301015653,9.10545852661291,0.0,0.0,9.226825494686267,44.27376951547488,11.819261173593969,20.16860784231425,90.29423602829543,74.87533750866868,0.0,17.24379721667437,28.879849579059123,8.858161992029865,48.10135688149751,30.21436436170213,38.24925773413579,52.610863943646414,4.919171242180115,94.46014270672998
2010-09-05,14.175937470815681,0.0,91.45791740705391,57.15878126599468,67.22454458280471,0.0,64.00803333071356,97.62359716733357,117.47640812440063,33.869956718709794,39.98980060718761,25.221465170538956,41.599993719122395,0.0,85.88558340411574,31.92814199978684,8.025826233933287,18.84225443954228,40.39259280433113,55.703934466210036,55.06341689365038,13.939377178340221,0.0,32.885138206264564,59.623885991421936,5.626744725962104,22.497755837415436,42.719463494408096,59.49929473579917,12.032213053024204,7.555412022610479,0.0,13.51070876007632,41.41739728867005,20.41508748166231,14.192724037184101,88.78933209449052,72.76617307180479,0.0,15.561475536998822,22.56238248363994,0.0,78.854683412291,29.494974734042557,35.46749353528955,59.3751178792581,12.968724183929393,83.83337665222287
2010-09-12,29.640596529887333,0.0,107.1020348582605,55.571037341939274,56.38187610170718,0.0,73.79749725188152,74.58881581324363,99.16839646864989,36.22203704639797,55.672075355104326,36.030664529341365,33.59999492698347,8.131333778590829,76.63636672982635,38.721363701869144,26.585549399904014,15.371312832258177,51.30950977847468,70.82357382132419,74.9223541339833,10.288587917346353,0.0,33.36173441215246,63.934046424536774,7.141637536798055,29.794325298198817,53.79487995592131,60.47469301015653,0.0,25.49951557631037,0.0,6.9201191210147,21.422791701036235,31.697109511002008,0.0,96.31385176351513,84.36657747455627,0.0,12.196832177647725,26.62361133069513,24.04358254979535,70.18066823693898,19.423519946808515,50.76719662894387,73.65520952110498,10.509138562839336,90.9178873552276
2010-09-19,20.619545412095537,7.443619449895211,96.27149200742517,56.36490930396698,61.4417880595527,7.82612361223904,63.254997644469874,87.75154801558074,109.8480699345045,23.5208032768818,59.592644042083506,37.471891110515024,47.46665950002427,0.0,77.95768339758197,30.569497659370377,23.0742504225582,35.70111367492221,45.851051291402904,66.04895086707762,75.82503309945298,32.193323483309555,0.0,24.306406500282506,66.80748671328,0.0,34.65870493872107,45.09276702187521,64.37628610758598,0.0,22.351427233556002,0.0,6.9201191210147,45.7019556288773,30.085392078239195,12.32526034808093,118.88741077058899,66.43867976121305,0.0,17.24379721667437,20.757391884948746,29.105389402383846,77.27758974404517,40.28581914893618,69.54410497115599,61.629869191128655,0.0,106.26766054507124
2010-09-26,36.728565265295174,13.329272038184447,92.66131105714673,53.18942145585616,56.38187610170718,0.0,50.453390978327164,82.26707626460694,119.00207576237987,31.988292456559247,51.751506668125145,36.75127781992819,40.533327213503874,14.86071345742462,81.92163340084886,34.64543068061976,23.57586456217903,23.30489364890756,34.388288468552176,66.04895086707762,79.43574896133168,13.939377178340221,0.0,30.502157176825104,53.158645341749676,8.223703830252306,22.497755837415436,43.510564670230465,55.59770163836971,0.0,0.0,0.0,4.942942229296214,27.135536154645898,28.47367464547638,8.216840232053954,105.34327536634467,60.11118645062134,0.0,11.35567133780995,23.464877782985536,0.0,54.409731554480786,39.5664295212766,46.59455033067451,58.62353410863458,4.471973856527377,92.09863913906173
2010-10-03,16.109019853199637,0.0,99.88167295770361,52.39554949382846,59.273254363333194,0.0,70.78535450690677,94.3329141167493,132.73308450419293,0.0,55.672075355104326,33.86882465758089,31.46666191574643,12.897977717764764,88.52821673962698,33.2867863402033,29.595234237628997,15.867161633298762,39.846746955623956,66.84472135945204,70.40895930663491,31.86143355049193,0.0,32.40854200037667,50.28520505300645,6.708811019416355,25.537993112741844,41.13726114276335,58.5238964614418,0.0,8.49983852543679,9.450162888908043,0.0,44.27376951547488,31.697109511002008,0.0,118.88741077058899,67.49326197964501,0.0,13.879153857323272,19.854896585603147,10.75633956175055,48.10135688149751,19.423519946808515,36.85837563471267,45.84661000803473,10.509138562839336,82.65262486838874
2010-10-10,33.50676129465525,14.887238899790422,85.44094915658984,50.01393360774535,57.10472066711368,5.6819801568310835,65.51410470320094,84.46086496499646,122.05341103833833,19.757474752580713,52.53562040552098,43.957410725796464,39.466660707885346,17.945012476890106,81.92163340084886,27.852208978537455,21.06779386407488,19.338103240582868,38.7550552582096,58.09124594333333,78.53306999586201,11.948037581434475,10.059564824339313,26.212791323834075,53.158645341749676,7.358050795488905,26.75408802287241,43.510564670230465,56.57309991272707,8.780263579233878,0.0,0.0,20.43082788109102,44.27376951547488,31.159870366747736,11.951767610260296,97.81875569732006,64.32951532434916,0.0,11.35567133780995,22.111134833967142,0.0,73.33485557343063,22.301078457446813,37.553816684424234,57.871950338011054,14.310316340887606,80.29112130072049
2010-10-17,16.753380647327624,0.0,84.23755550649702,49.22006164571764,63.610321755772205,0.0,58.736783527007745,84.46086496499646,120.5277434003591,8.937905245215084,56.45618909250016,35.31005123875454,30.933328662937164,0.0,72.67241672655948,35.32475285082799,17.556494886729066,17.850556837461106,39.300901106916776,61.27432791283104,59.57681172099877,30.86576375203906,14.334879874683521,30.502157176825104,59.623885991421936,21.641325869085016,29.18627784313354,60.914790538322656,74.13026885115961,0.0,0.0,0.0,13.51070876007632,44.27376951547488,42.979131540341704,9.337318445515857,114.37269896917422,71.71159085337283,9.000485858852732,12.196832177647725,23.464877782985536,0.0,71.75776190518481,30.21436436170213,42.42190403240515,58.62353410863458,0.0,77.92961773305224
2010-10-24,14.175937470815681,0.0,72.20361900556888,51.60167753180075,64.33316632117871,0.0,47.441248233352404,81.17018191441218,115.95074048642141,8.937905245215084,54.88796161770849,38.913117691688676,28.26666239889086,18.505794116792924,80.60031673309324,31.92814199978684,44.14204428663308,30.246776863475766,43.667667896574194,59.68278692808218,59.57681172099877,6.637798656352486,7.796162738862968,22.400021676730937,45.2566845477058,13.85044855621441,35.87479984885164,50.63047525263182,68.27787920501544,0.0,31.480883427543667,0.0,8.897296012733186,47.13014174227972,28.47367464547638,8.590332969874588,117.38250683678406,74.87533750866868,21.85832280007092,14.29973427724216,24.367373082331135,0.0,50.466997383866236,27.336805851063836,50.07175557923231,72.90362575048147,8.273151634575648,83.83337665222287
2010-10-31,26.418792559247407,0.0,77.01719360594014,53.98329341788387,56.38187610170718,0.0,57.98374784076405,84.46086496499646,109.8480699345045,20.227890818118347,46.262710506354296,43.957410725796464,32.53332842136495,15.701885917278844,80.60031673309324,40.759330212493836,20.06456558483322,9.916976020811726,37.66336356079525,63.66163938995433,76.72771206492266,0.0,15.340836357117453,29.54896476504932,45.2566845477058,0.0,17.025328741827895,45.09276702187521,61.450091284513896,0.0,0.0,0.0,22.737534254762586,32.84828060825556,39.75569667481608,13.819231299363468,109.85798716775945,79.09366638239649,0.0,10.935090917891063,31.587335477095916,0.0,59.92955939334116,21.58168882978724,25.731318839327713,55.6171990261405,12.968724183929393,76.74886594921811
2010-11-07,26.418792559247407,0.0,75.81379995584732,53.98329341788387,52.04480870926817,0.0,60.24285489949512,80.07328756421742,125.10474631429679,26.81371573564525,17.250502222708384,41.79557085403599,34.133328179792734,24.11361051582108,75.31505006207072,30.569497659370377,20.56617972445405,0.0,43.667667896574194,58.88701643570775,74.01967516851361,0.0,7.796162738862968,23.35321408850672,47.411764764263225,11.902729227996758,32.834562573525226,75.94571287894773,72.17947230244489,10.731433263508073,0.0,0.0,0.0,41.41739728867005,37.06950095354472,0.0,132.4315461748333,49.565364266301806,32.14459235304547,8.832188818296629,25.72111603134953,24.67630840636891,63.87229356395571,34.53070212765958,31.990288286731754,55.6171990261405,8.496750327402017,77.92961773305224
2010-11-14,26.418792559247407,15.579668616059744,77.01719360594014,51.60167753180075,54.93618697089418,0.0,64.76106901695725,83.3639706148017,94.5913935547122,22.10955508026889,43.12625555677096,46.11925059755695,30.933328662937164,21.870483956209817,73.9937333943151,25.134920297704532,29.093620098008167,30.742625664516353,43.667667896574194,62.8658688975799,66.7982434447562,22.23662549878083,16.0953037189429,22.876617882618827,48.130124836449035,9.305770123706557,27.36213547793769,56.168183483388425,81.93345504601852,0.0,0.0,0.0,0.0,39.98921117526764,23.638522347187937,19.048129628852347,97.81875569732006,66.43867976121305,0.0,15.982055956917709,19.40364893593035,10.75633956175055,52.83263788623496,33.81131250000001,41.72646298269359,75.15837706235202,13.863118955234869,85.01412843605699
